id,state,created_date,modified_date,deleted_date,nombre,genero,sinopsis,emision,fecha_salida,image,promedio_puntuaciones,categoria,color,cantidad_episodios,link_imdb,promedio_puntuaciones_imdb
158,1,2023-10-08,2024-07-07,2024-07-07,Dog Days,"1,2,12,21,38","Following Cinque's wild adventure in the Flonyard - an alternate world where its inhabitants look like humans but with animal ears - he is summoned back once again. However, this time he is joined with childhood friend Rebecca and cousin Nanami to become Galette's Hero as the war...",0,2011-03-01,portada/2022/01/12/Dog_Days_MID.jpg,3.6,1,6,38,https://www.imdb.com/title/tt2082624/,6.2
159,1,2023-10-08,2024-07-07,2024-07-07,Domestic na Kanojo,"9,32,34,38",The daily life of high-school student Natsuo is heavily complicated after his single father marries the mother of his teacher crush Hina Tachibana and her sister Rui - who he had shared his first experience with with at a preceding mixer.,0,2019-01-01,portada/2022/01/12/Domestic_na_Kanojo_MID.jpg,6.4,1,8,12,https://www.imdb.com/title/tt9817980/,6.8
160,1,2023-10-08,2024-07-07,2024-07-07,Donten ni Warau,"1,17,37","The story of three brothers who live in a place that is always cloudy because of the curse of a great demon snake that is reborn every 300 years. Tears will be shed and smiles will be shed as these brothers, along with old and new friends, find a way to beat this horrible monster...",0,2014-11-08,portada/2023/09/20/Donten_ni_Warau_MID.jpg,5.9,1,8,12,https://www.imdb.com/title/tt3957472/,6.8
161,1,2023-10-08,2024-07-07,2024-07-07,Dorei-ku,"9,30","What if you could enslave anyone you ever wanted? Well, this comes close. The SCM lets you enslave anyone who is also wearing an SCM, at a price. One must win over the other, at anything, in order for the other to become their slave.",0,2018-04-01,portada/2022/01/12/Dorei-ku_MID.jpg,6.9,1,8,12,https://www.imdb.com/title/tt8273192/,5.8
162,1,2023-10-08,2024-07-07,2024-07-07,Dorohedoro,"1,5,12,36,45","Amnesiac Caiman seeks to undo his lizard head curse by killing the sorcerer responsible, with his friend Nikaido's help. In the Hole, that's a threat.",0,2020-01-01,portada/2022/01/12/Dorohedoro_MID.jpg,7.1,1,8,12,https://www.imdb.com/title/tt11147852/,8.1
163,1,2023-10-08,2024-07-07,2024-07-07,Dororo,"1,2,8,17,38,43","Sightless Hyakkimaru wields fearsome prosthetics in place of the limbs his father traded to 12 demons. When he encounters the young thief Dororo, the pair sets out to reclaim Hyakkimaru's body parts and survive the demon-infested world.",0,2019-01-01,portada/2022/01/12/Dororo_MID.jpg,7.6,1,5,24,https://www.imdb.com/title/tt9458304/,8.2
165,1,2023-10-08,2024-07-07,2024-07-07,Dr. Stone,"2,35,38","Awakened into a world where humanity has been petrified, scientific genius Senku and his brawny friend Taiju use their skills to rebuild civilization.",0,2019-07-01,portada/2022/01/12/Dr._Stone_MID.jpeg,9.1,1,2,57,https://www.imdb.com/title/tt9679542/,8.1
166,1,2023-10-08,2024-07-07,2024-07-07,Dragon Age Absolution,"1,2,9,12","Set in the Tevinter Empire, the oldest of several human nations in Thedas explore the experiences of its different inhabitants.",0,2022-12-09,portada/2023/05/10/Dragon_Age_Absolution_MID.png,6.2,1,3,6,https://www.imdb.com/title/tt21031054/,6.4
167,1,2023-10-08,2024-07-07,2024-07-07,Dragon Crisis!,"1,21,32,34,36,43","A normal high school boy Ryuji Kisaragi's peaceful life is turned into an adventure by the return of his second cousin, Eriko. Ryuji and Eriko seize a relic box from a black broker named FANG. In the box, they find a red dragon girl whom Ryuji names Rose because of her rose like ...",0,2014-10-01,portada/2023/10/10/Dragon_Crisis.jpg,5.0,1,8,12,https://www.imdb.com/title/tt1868402/,6.0
168,1,2023-10-08,2024-07-07,2024-07-07,Dragonaut the Resonance,"1,9,12,23,32,35","With a deadly asteroid hurtling towards Earth, sexy human Dragonauts in tight uniforms and their curvaceous dragon companions come together to create a formidable fighting force with all the right moves. Caught in the middle of this race against time are Jin - a heartbroken young...",0,2007-10-01,portada/2023/10/10/Dragonaut_the_Resonance.jpg,6.1,1,5,25,https://www.imdb.com/title/tt1132202/,6.2
169,1,2023-10-08,2024-07-07,2024-07-07,Drifters,"1,2,5,12,17,33,36","Various historical fighters are summoned from across time to wage war on each other, with the fate of the world in the balance.",0,2016-10-01,portada/2022/01/12/Drifters_MID.jpg,6.8,1,8,15,https://www.imdb.com/title/tt5225764/,7.6
170,1,2023-10-08,2024-07-07,2024-07-07,Druaga no Tower,"1,2,5,9,12,32","A demon lord commands his forces from a tower. During the ""Summer of Anu"", they lose their power and human army invades the tower to end their threat. Adventurers who have heard about a priceless treasure hidden in the tower join the fight.",0,2008-04-01,portada/2022/01/12/Druaga_no_Tower_MID.png,5.3,1,5,24,https://www.imdb.com/title/tt1216050/,6.6
171,1,2023-10-08,2024-07-07,2024-07-07,Dumbbell Nan Kilo Moteru,"5,11","When Hibiki Sakura's love for food started to show, she took up lifting weights at her local gym to slim down.",0,2019-07-01,portada/2022/01/12/Dumbbell_Nan_Kilo_Moteru_MID.jpg,6.5,1,8,12,https://www.imdb.com/title/tt10362632,7.0
172,1,2023-10-08,2024-07-07,2024-07-07,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,"1,2,5,12,32","A fateful encounter - what adventuring is all about. But for Bell Cranel, meeting a girl doesn't go quite as planned.",0,2015-08-01,portada/2022/01/12/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_MID.jpg,8.2,1,2,72,https://www.imdb.com/title/tt4728568/,7.4
173,1,2023-10-08,2024-07-07,2024-07-07,Durarara,"1,26,43","Tired of his mundane life, Mikado Ryugamine decides to move to Ikebukuro, a district in Tokyo, when a friend invites him. With everything from invisible gangs to rumored beings, Ikebukuro is full of connected mysteries where people's pasts intertwine with the present.",0,2010-01-01,portada/2022/01/12/Durarara_MID.jpg,7.9,1,2,60,https://www.imdb.com/title/tt1584000/,7.8
174,1,2023-10-08,2024-07-07,2024-07-07,Edens Zero,"1,2,5,12,35,38","A young boy cut off from the world meets his friends and sets off on a hard, long journey to be reborn.",0,2021-04-01,portada/2022/01/26/Edens_Zero_MID.jpg,6.6,1,6,49,https://www.imdb.com/title/tt13167196/,7.1
175,1,2023-10-08,2024-07-07,2024-07-07,Ef a Tales of Melodies,"5,9,26,30,32,34,36,43","A story of love, heartbreak and youth, as the stories of 6 different characters, which seem initially unrelated, begin to intertwine.",0,2007-10-01,portada/2022/01/26/Ef_a_Tales_MID.jpg,6.7,1,5,24,https://www.imdb.com/title/tt1132203/,7.4
177,1,2023-10-08,2024-07-07,2024-07-07,Elfen Lied,"1,9,30,32,36,43,45","Two university students come across a seemingly harmless girl named Lucy, unaware that she's actually a mutant serial killer with a split personality.",0,2004-07-01,portada/2022/01/26/Elfen_Lied_MID.jpg,7.0,1,8,13,https://www.imdb.com/title/tt0480489/,7.9
178,1,2023-10-08,2024-07-07,2024-07-07,Enen no Shouboutai,"1,35,38",A superhuman firefighter force is formed to deal with supernatural fire incidents.,0,2019-07-01,portada/2022/01/26/Enen_no_Shouboutai_MID.jpg,8.3,1,6,48,https://www.imdb.com/title/tt9307686/,7.6
179,1,2023-10-08,2024-07-07,2024-07-07,Erementar Gerad,"2,5,12,21,32,42","After a routine raid, the rookie sky pirate Cou finds a most unusual cargo in his mates' cargo hold: Ren, an ""Edel Reid"", a race prized by humans for granting special combat power to their partners through ""Reacting"". He quickly discovers, however, that Ren is even more prized th...",0,2005-04-01,portada/2023/10/10/Erementar_Gerad.jpg,4.4,1,5,26,https://www.imdb.com/title/tt0959544/,6.8
180,1,2023-10-08,2024-07-07,2024-07-07,Ergo Proxy,"26,30,35","In a post-apocalyptic future humans live in peace with androids in a domed city. However, a strange series of murders has intruded into bored inspector Re-l Mayer's life.",0,2006-02-01,portada/2022/01/26/Ergo_Proxy_MID.jpg,6.0,1,5,23,https://www.imdb.com/title/tt0791205/,7.9
181,1,2023-10-08,2024-07-07,2024-07-07,Eromanga-sensei,"5,9,32",A young writer who works with an anonymous artist discovers that the artist is his little sister.,0,2017-04-01,portada/2022/01/26/Eromanga-sensei_MID.png,5.8,1,8,14,https://www.imdb.com/title/tt6783056/,5.5
182,1,2023-10-08,2024-07-07,2024-07-07,Evangelion,"1,7,9,23,30,35",A teenage boy finds himself recruited as a member of an elite team of pilots by his father.,0,1995-10-01,portada/2022/01/26/Evangelion_MID.jpg,7.3,1,6,31,https://www.imdb.com/title/tt0112159/,8.5
183,1,2023-10-08,2024-07-07,2024-07-07,Evil or Live,45,"Diagnosed as ""Internet addiction"", a disease that spreads only among young people, Hibiki was sent to a rehabilitation school called ""Elite Reeducation Academy"", Surrounded by darkness, Hibiki has to make a choice, Evil or Live?",0,2017-10-10,portada/2023/05/10/Evil_or_Live_MID.jpg,6.6,1,8,12,https://www.imdb.com/title/tt7918846/,5.2
187,1,2023-10-08,2024-07-07,2024-07-07,FLCL Furi Kuri,"5,35",Mysterious things start happening when 12-year-old Naota meets a strange woman on a Vespa wielding a big guitar.,0,2001-04-01,portada/2022/01/26/F_L_C_L_Furi_Kuri_MID.jpg,7.1,1,5,19,https://www.imdb.com/title/tt0279077/,8.1
184,1,2023-10-08,2024-07-07,2024-07-07,Fairy Tail,"1,2,5,12,21,38","Lucy, an aspiring Celestial Wizard, becomes a friend and ally to powerful wizards Natsu, Gray, and Erza, who are part of the (in)famous wizard guild, Fairy Tail.",0,2009-10-01,portada/2022/01/26/Fairy_Tail_MID.jpg,7.0,1,7,328,https://www.imdb.com/title/tt1528406/,7.9
185,1,2023-10-08,2024-07-07,2024-07-07,Fate,"1,12,21,32,38,43",Seven chosen mages and their summoned heroic spirits fight against each other to try and win the Holy Grail: a magical device that can grant any wish.,0,2006-01-01,portada/2022/01/26/Fate_MID.jpg,8.1,1,7,126,https://www.imdb.com/title/tt2051178/,8.2
186,1,2023-10-08,2024-07-07,2024-07-07,Final Fantasy,"1,2,35",A scientist makes a last stand on Earth with the help of a ragtag team of soldiers against an invasion of alien phantoms.,0,2001-07-02,portada/2022/01/26/Final_Fantasy_MID.jpg,6.2,1,8,8,https://www.imdb.com/title/tt0173840/,6.4
188,1,2023-10-08,2024-07-07,2024-07-07,Fortune Arterial,"5,32,34,43,47","Kohei Hasekura has lived a live of transferring schools, and now finds himself at Shuchikan Academy. It's a fairly nice Catholic school, but Kohei doesn't care about getting closer to Christ or punishment or anything like that; he's there because all of the academy's students liv...",0,2010-10-01,portada/2022/01/26/Fortune_Arteria_MID.jpg,4.5,1,8,12,https://www.imdb.com/title/tt1740906/,6.9
189,1,2023-10-08,2024-07-07,2024-07-07,Fractale,"1,12,35","In a futuristic world, most people have come to be totally dependent on avatars they can use in the real world due to the Fractale System. The problems of this Utopian world are becoming apparent however as the system gradually starts failing. Some even aggressively rebel against...",0,2011-01-01,portada/2022/01/26/Fractale_MID.png,5.3,1,8,11,https://www.imdb.com/title/tt1909462/,6.6
190,1,2023-10-08,2024-07-07,2024-07-07,Freezing,"1,2,5,9,11,15,22,24,32,36","In the near future, the Earth is threatened by beings called NOVA. The only way to defeat these creatures is to use the Pandoras, genetically modified daughters, alongside the Limiters, capable of nullifying the effect of the NOVAs.",0,2011-01-01,portada/2022/01/26/Freezing_MID.jpg,5.4,1,5,24,https://www.imdb.com/title/tt1909463/,6.7
191,1,2023-10-08,2024-07-07,2024-07-07,Fugou Keiji Balance Unlimited,26,A rich but eccentric detective and a middle-class cop team up to solve cases in Tokyo.,0,2020-04-01,portada/2022/01/26/Fugou_Keiji_BalanceUnlimited_MID.jpg,5.6,1,8,11,https://www.imdb.com/title/tt12117218/,7.2
192,1,2023-10-08,2024-07-07,2024-07-07,Fukigen na Mononokean,"5,38,43",A kind-hearted high school student teams up with a grumpy exorcist to stop demons from causing trouble in the human world.,0,2016-07-01,portada/2022/01/26/Fukigen_na_Mononokean_MID.jpg,6.6,1,5,26,https://www.imdb.com/title/tt5839698/,7.1
193,1,2023-10-08,2024-07-07,2024-07-07,Full Metal Alchemist,"1,2,5,9,12,21,24,38",Two brothers search for a Philosopher's Stone after an attempt to revive their deceased mother goes awry and leaves them in damaged physical forms.,0,2003-10-01,portada/2022/01/26/Full_Metal_Alchemist_MID.jpg,9.6,1,7,115,https://www.imdb.com/title/tt1355642/,9.1
194,1,2023-10-08,2024-07-07,2024-07-07,Full Metal Panic,"1,5,23,35","Sousuke Sagara, a member of a covert anti-terrorist private military organization known as Mithril, tasked with protecting Kaname Chidori, a spirited Japanese high school girl.",0,2002-01-01,portada/2022/01/26/Full_Metal_Panic_MID.jpg,6.8,1,2,67,https://www.imdb.com/title/tt0328739/,7.6
195,1,2023-10-08,2024-07-07,2024-07-07,Fumetsu no Anata e,"1,9,38,43","A lonely boy wandering the Arctic regions of North America meets a wolf, and the two become fast friends, depending on each other to survive the harsh environment. But the boy has a history, and the wolf is more than meets the eye as well.",0,2021-04-01,portada/2022/01/26/Fumetsu_no_Anata_e_MID.jpg,7.2,1,6,40,https://www.imdb.com/title/tt12063450/,8.4
196,1,2023-10-08,2024-07-07,2024-07-07,Futakoi Alternative,"5,32,34","Private Eye Rentarou Futaba has seen a thing or two while growing up in the underbelly of Tokyo's twin city: ironfisted mob bosses, unexplained military stings, and a-a-aliens hungry for world domination?",0,2005-04-01,portada/2023/10/10/Futakoi_Alternative.jpg,5.2,1,8,13,https://www.imdb.com/title/tt0988816/,6.4
197,1,2023-10-08,2024-07-07,2024-07-07,Fuuka,"9,11,25,32,34,38","When introvert Yuu Haruna transfers to a school in Tokyo, his dull life takes a sharp turn when Fuuka Akitsuki brings music into his world.",0,2017-01-01,portada/2022/01/26/Fuuka_MID.jpg,6.2,1,8,12,https://www.imdb.com/title/tt6422976/,6.4
198,1,2023-10-08,2024-07-07,2024-07-07,Ga Rei Zero,"1,42,43,44","Follows two friends, daughters of exorcists, who are now members of the government's secret Supernatural Disaster Countermeasures Division that fights demons when they appear in Japan.",0,2008-10-01,portada/2023/10/10/Ga_Rei_Zero.jpg,6.6,1,8,12,https://www.imdb.com/title/tt1475263/,7.2
199,1,2023-10-08,2024-07-07,2024-07-07,Gakusen Toshi Asterisk,"1,5,11,12,15,32,34,35,43","The Academy City on water, Rikka is world's largest stage for integrated battle entertainment.",0,2015-10-01,portada/2022/01/26/Gakusen_Toshi_Asterisk_MID.jpg,5.4,1,5,24,https://www.imdb.com/title/tt5095466/,6.8
200,1,2023-10-08,2024-07-07,2024-07-07,Gamers!,"5,32,34","This is a story that revolves around certain students and one hobby. Amano Keita is our lonely protagonist who has a passion for gaming and is friends with Uehara Tasuku, who is secretly a fellow gamer and is someone who believes his life is perfect. We also have Karen Tendou, th...",0,2017-07-01,portada/2022/01/26/Gamers_MID.jpg,6.3,1,8,12,https://www.imdb.com/title/tt7163698/,6.6
201,1,2023-10-08,2024-07-07,2024-07-07,Gangsta,"1,9,36","Two handymen take on jobs for both the mob and the police that no one else can handle. Worick and Nicolas work in a town which is full of mafia, hoodlums and prostitutes. They face a challenge after taking on a job of crushing a gang",0,2015-07-01,portada/2022/01/26/Gangsta_MID.jpg,6.6,1,8,12,https://www.imdb.com/title/tt5025394/,7.2
202,1,2023-10-08,2024-07-07,2024-07-07,Gankutsuou,"9,26,32,35,43,44","Albert, bored with Parisian life, travels and meets the enigmatic Count of Monte Cristo. Unaware that his father wronged the Count, Albert invites him to Parisian high society, paving the way for the Count's intricate revenge.",0,2004-10-01,portada/2022/01/26/Gankutsuou_Conde_Monte_Cristo_MID.jpg,7.0,1,5,24,https://www.imdb.com/title/tt0437719/,7.9
203,1,2023-10-08,2024-07-07,2024-07-07,Gantz,"1,9,30,35,43,45","After their deaths, two teens are transported to an apartment with an ominous black sphere and must participate in a gory alien-hunting ""game.""",0,2004-04-01,portada/2022/01/26/Gantz_MID.jpg,6.6,1,5,26,https://www.imdb.com/title/tt0434685/,7.2
204,1,2023-10-08,2024-07-07,2024-07-07,Garo,"1,8,12,21,43","17 years ago, in the name of witch-hunting, many Makai-Knights and Makai-Priests were murdered at Valiante Kingdom. A Makai-Priestess who is a blood relative of Golden Knight Garo, burned at the stake. In fire, she gave birth to a son, Leon.",0,2014-10-01,portada/2022/01/26/Garo_MID.png,5.4,1,2,73,https://www.imdb.com/title/tt3957550/,6.7
205,1,2023-10-08,2024-07-07,2024-07-07,"Gate Jieitai Kanochi nite, Kaku Tatakaeri","1,2,12,24",A gate appears in modern-day Tokyo which allows access to a fantasy world. A Japanese military squad is formed to establish ties between both worlds.,0,2015-07-01,portada/2022/01/26/Gate__Jieitai_Kanochi_nite_Kaku_Tatakaeri_MID.png,7.8,1,5,24,https://www.imdb.com/title/tt4958580/,7.5
206,1,2023-10-08,2024-07-07,2024-07-07,Genjitsu Shugi Yuusha no Oukoku Saikenki,"1,12,15,21,24,32","Suddenly summoned to a fantasy world and betrothed to a princess, Kazuya Souma is crowned the new king. Unlike those before him, he won't be using swords and magic to rule; will administrative reform really get this kingdom back on track?",0,2021-07-01,portada/2022/01/26/Genjitsu_Shugi_Yuusha_no_Oukoku_Saikenki_MID.jpg,5.6,1,5,26,https://www.imdb.com/title/tt13399402/,7.2
207,1,2023-10-08,2024-07-07,2024-07-07,Genocyber,"6,9,14,23,36,45","A combination of cybernetics and psychic potential. At its core: the tortured souls of 2 human beings. Many wish to control this monstrosity, but can their hatred be contained?",0,1994-03-02,portada/2022/01/26/Genocyber_MID.jpg,5.1,1,3,5,https://www.imdb.com/title/tt0158634/,6.1
208,1,2023-10-08,2024-07-07,2024-07-07,Getbackers,"1,5,9,26,38,42,43","Ban Midou and Ginji Amano, two juvenile delinquents from the Shinjuku district of Tokyo, Japan, are also known as a pair of retrievers-for-hire called the GetBackers. Both of them possess supernatural powers to aid them in their missions. Ban has the ""Jagan"" (Evil Eye), which all...",0,2002-01-01,portada/2022/01/26/Getbackers_MID.jpg,5.7,1,6,49,https://www.imdb.com/title/tt0429363/,7.4
209,1,2023-10-08,2024-07-07,2024-07-07,Ghost Hound,"26,30,35,43","The experiences of three boys who have had traumatic experiences in childhood from which they have learned to transfer their souls to a parallel world known as the ""Unseen World"".",0,2004-10-01,portada/2022/01/26/Ghost_Hound_MID.png,6.7,1,5,22,https://www.imdb.com/title/tt1097194/,7.4
210,1,2023-10-08,2024-07-07,2024-07-07,Ghost Hunt,"5,26,37,43,45",Shibuya Psychic Research Center investigates supernatural occurrences all over Japan.,0,2006-10-01,portada/2022/01/26/Ghost_Hunt_MID.png,6.7,1,5,25,https://www.imdb.com/title/tt0985285/,7.4
211,1,2023-10-08,2024-07-07,2024-07-07,Ghost In The Shell,"1,9,36,44",A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,0,1995-01-01,portada/2022/01/26/Ghost_In_The_Shell_MID.jpg,8.0,1,2,85,https://www.imdb.com/title/tt0113568/,7.9
212,1,2023-10-08,2024-07-07,2024-07-07,Gilgamesh,"9,12,35,43","Set in a future where the sky has been changed into a giant mirror, two teenage children are caught in a struggle between a group of super-powered beings and a mysterious woman's team of children aiming to stop them.",0,2003-11-01,portada/2022/01/26/Gilgamesh_MID.webp,4.4,1,5,26,https://www.imdb.com/title/tt0813709/,6.7
213,1,2023-10-08,2024-07-07,2024-07-07,Gin no Guardian,"2,12",High school students and pro-level gamers Riku Suigin and Riku Rei are about to get swept up in an RPG unlike any other they've played before.,0,2017-04-01,portada/2022/01/26/Gin_no_Guardian_MID.png,6.9,1,5,18,https://www.imdb.com/title/tt8425966/,5.8
214,1,2023-10-08,2024-07-07,2024-07-07,Gin no Saji,"5,20,34,38","In order to escape his stressful city life, Hachiken enrolls in an agricultural school where he must learn a whole new way of life alongside a colorful cast of characters.",0,2013-07-01,portada/2022/01/26/Gin_no_Saji_MID.png,6.0,1,5,22,https://www.imdb.com/title/tt2909912/,7.9
216,1,2023-10-08,2024-07-07,2024-07-07,Ginga Eiyuu Densetsu - Die Neue These - Kaikou,"1,9,24,35,39","In humanity's distant future, two interstellar states-the monarchic Galactic Empire and the democratic Free Planets Alliance-are embroiled in a never-ending war.",0,2018-04-01,portada/2022/01/26/Ginga_Eiyuu_Densetsu_-_Die_Neue_These_-_Kaikou_MID.jpg,6.9,1,6,48,https://www.imdb.com/title/tt7407236/,7.7
215,1,2023-10-08,2024-07-07,2024-07-07,Ginga e Kickoff!!,"38,41","After his team was disbanded, Sho Ota is 6th grader determined on finding new members to reassemble the Momotaro Predators.",0,2012-04-01,portada/2022/01/26/Ginga_e_Kickoff_MID.png,6.0,1,6,40,https://www.imdb.com/title/tt17422266/,8.0
217,1,2023-10-08,2024-07-07,2024-07-07,Girls Bravo,"5,11,12,15,32,34","Yukinari is allergic to girls except Miharu, a cheerful girl from a female-dominated realm. When she becomes his roommate, their escapades take them to suggestive places.",0,2004-07-01,portada/2022/01/26/Girls_Bravo_MID.jpg,4.2,1,5,24,https://www.imdb.com/title/tt0807675/,6.4
218,1,2023-10-08,2024-07-07,2024-07-07,Girls und Panzer,"1,24,34","Miho Nishizumi comes from a family famous for their skills in Senshado, the art of tank warfare. However, she dishonored her family name, so she attends the no-name high school called Oorai, which doesn't have a Senshado club, wanting to stay away from it. But, the student counci...",0,2012-10-01,portada/2022/01/26/Girls_und_Panzer_MID.jpg,4.7,1,8,15,https://www.imdb.com/title/tt2294076/,7.4
219,1,2023-10-08,2024-07-07,2024-07-07,Glass no Kantai,"2,35","A tyrannical Emperor has his grasp over the galaxy. The rebels outnumbered and outgunned try to locate the mythical Glass Fleet that once served the true ruler. They do find one of the royal descendants, now a space pirate.",0,2006-04-01,portada/2022/01/26/Glass_no_Kantai_MID.jpg,5.4,1,5,24,https://www.imdb.com/title/tt0870976/,6.7
220,1,2023-10-08,2024-07-07,2024-07-07,Gleipnir,"1,11,26,36,43","Shuichi Kagaya and Claire Aoki are navigating a bizarre, new world. With his monstrous superpowers and her thirst for revenge, this troubled pair forms a strong emotional bond.",0,2020-04-01,portada/2022/01/26/Gleipnir_MID.jpg,8.4,1,8,13,https://www.imdb.com/title/tt11988478/,6.7
221,1,2023-10-08,2024-07-07,2024-07-07,Goblin Slayer,"1,2,12","In a fantasy world, a lone hero makes his living by exterminating all goblins he encounters. But one day he meets a friend, and his life begins to become more intense.",0,2018-10-01,portada/2022/01/26/Goblin_Slayer_MID.png,7.7,1,5,25,https://www.imdb.com/title/tt8690728/,7.4
222,1,2023-10-08,2024-07-07,2024-07-07,God Eater,"1,8,12,24,43","The year 2071, the Earth has been devastated by mysterious monsters that devour living creatures and are impervious to weapons. An organization called Fenrir is the only one with weapons capable of killing the monsters.",0,2015-07-01,portada/2022/01/26/God_Eater_MID.jpg,5.5,1,8,13,https://www.imdb.com/title/tt5240222/,6.9
223,1,2023-10-08,2024-07-07,2024-07-07,Gokujou Gokurakuin Joshikou Ryou Monogatari,"5,11,34,36,49","A story about the humorous misadventures of Akabane Aya, an arrogant high school girl who's constantly trying to outdo her classmates in everything (especially sex appeal), only to make a fool of herself in the process. Since the story takes place in an all-girls school, expect lots of yuri fanservice innuendos without much seriousness.",0,2012-01-01,portada/2022/01/26/Gokujou_MID.png,4.9,1,8,12,https://www.imdb.com/title/tt6559968/,5.8
224,1,2023-10-08,2024-07-07,2024-07-07,Gokukoku no Brynhildr,"9,26,35,36","When he was a child, Murakami was infatuated with a girl he called Kuroneko. She insisted on knowing about aliens and having met them, but no one believed her, even young Murakami was skeptical.",0,2014-04-01,portada/2022/01/26/Gokukoku_no_Brynhildr_MID.png,6.3,1,8,13,https://www.imdb.com/title/tt3563898/,6.6
225,1,2023-10-08,2024-07-07,2024-07-07,Golden Kamuy,"1,2,17,36","In the early 20th century in Hokkaido, Japan, a treasure hunt between various parties takes place for a hidden stash of gold.",0,2018-04-01,portada/2022/01/26/Golden_Kamuy_MID.jpg,8.0,1,6,51,https://www.imdb.com/title/tt8225204/,8.0
226,1,2023-10-08,2024-07-07,2024-07-07,Golden Time,"5,32,36","With freshmen law students Banri and Mitsuo, it's friendship at first sight. But trouble gets stirred up with talk of a fiancé.",0,2013-10-01,portada/2022/01/26/Golden_Time_MID.jpg,7.8,1,5,24,https://www.imdb.com/title/tt3105452/,7.5
227,1,2023-10-08,2024-07-07,2024-07-07,Gosick,"9,17,26,32","A brilliant Japanese student teams up with an enigmatic young female prodigy to unravel mysteries across 1920s Europe, with their sleuthing adventures leading them through a web of intrigue and suspense.",0,2011-01-01,portada/2022/01/26/Gosick_MID.jpg,6.7,1,5,24,https://www.imdb.com/title/tt1872328/,7.3
228,1,2023-10-08,2024-07-07,2024-07-07,Gran Blue Fantasy,"2,12","This is a world of the skies, where many islands drift in the sky. A boy named Gran and a speaking winged lizard named Vyrn lived in Zinkenstill. One day, they come across a girl named Lyria.. Gran and Lyria, in order to escape from the Erste Empire, head out into the vast skies,...",0,2017-04-01,portada/2022/01/26/GranBlue_Fantasy_MID.jpg,5.2,1,5,28,https://www.imdb.com/title/tt6138612/,6.3
229,1,2023-10-08,2024-07-07,2024-07-07,Grancrest Senki,"1,12","Atlatan, a continent where under the protection of ""Lords"" who possess ""Crests,"" the power to suppress those calamities. However, the Lords break into a war to fight for each other's Crests and territory. During that, a solitary mage named Siluca meets Theo, a wandering knight. T...",0,2018-01-01,portada/2022/01/26/Grancrest_Senki_MID.jpg,6.3,1,5,24,https://www.imdb.com/title/tt8096212/,6.6
230,1,2023-10-08,2024-07-07,2024-07-07,Great Pretender,"1,2,5","A Japanese conman crosses paths with a French rival, and gets entangled in conspiracies and scams beyond his wildest dreams.",0,2020-06-01,portada/2022/01/26/Great_Pretender_MID.png,6.9,1,5,23,https://www.imdb.com/title/tt11680468/,7.8
231,1,2023-10-08,2024-07-07,2024-07-07,Great Teacher Onizuka,"5,9,20,34,38","About Eikichi Onizuka, a 22-year-old ex-gangster member and a virgin. He has one ambition that no one ever expected from him. His sole life purpose is to become the greatest high school teacher ever.",0,1999-06-01,portada/2022/01/26/Great_Teacher_Onizuka_MID.png,7.3,1,6,43,https://www.imdb.com/title/tt0315008/,8.5
232,1,2023-10-08,2024-07-07,2024-07-07,Green Green,"5,11,20,32,34","A group of guys get sent to what they think, is an all boys school, however they soon realize it is inhabited by women for the summer.",0,2003-07-01,portada/2022/01/26/Green_Green_MID.jpg,5.0,1,8,13,https://www.imdb.com/title/tt1170225/,5.9
233,1,2023-10-08,2024-07-07,2024-07-07,Grenadier,"1,2,5,11,38","Rushuna is a blonde and very beautiful Senshi (gun expert) that travels through the world with one purpose. Which is to make the world a peaceful place by, instead of fighting with weapons, taking away the people's will to fight by giving them a smile. Although she doesn't want t...",0,2004-10-01,portada/2023/10/10/Grenadier.jpg,5.1,1,8,12,https://www.imdb.com/title/tt0985984/,6.2
234,1,2023-10-08,2024-07-07,2024-07-07,Grisaia,"9,15,30,32,34","Mihama Academy is a prison-like school. It is home to five female students who each have their own reasons. One day, Yuuji the institute's first male student arrives and throws the orderly rhythm of Mihama off balance.",0,2014-10-01,portada/2022/01/26/Grisaia_MID.jpg,6.5,1,5,24,https://www.imdb.com/title/tt3909210/,7.0
235,1,2023-10-08,2024-07-07,2024-07-07,Guilty Crown,"1,9,35,42","After the outbreak of the unidentified virus ""Lost Christmas"" in 2029, Japan has been under the control of a multi-nation organization called GHQ. Ohma Shu is a 17 year old boy who has a psychic power in his right hand. He can use the power ""Ability of King"" to extract tools or w...",0,2011-10-01,portada/2022/01/26/Guilty_Crown_MID.jpg,8.5,1,5,22,https://www.imdb.com/title/tt2122656/,7.0
236,1,2023-10-08,2024-07-07,2024-07-07,Guin Saga,"2,12","In mystical times, Kingdom of Mongaul conquers the kingdom of Parro. Only princess Rinda and prince Remus escape destruction of the palace. In jungle, they meet and befriend an amnesiac warrior with body of a man and head of a leopard.",0,2009-04-01,portada/2023/10/10/Guin_Saga.jpg,6.3,1,5,26,https://www.imdb.com/title/tt1409058/,6.6
